City,Lat,Lng,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
upernavik,72.79,-56.15,44.456,44.456,80,64,3.21,GL,1595570165
yingcheng,30.95,113.55,87.80000000000001,87.80000000000001,74,75,2.0,CN,1595570165
pacific grove,36.62,-121.92,56.516,57.992000000000004,93,32,0.45,US,1595570165
chokurdakh,70.63,147.92,82.382,82.382,42,95,0.29,RU,1595570165
santa marta,11.24,-74.2,77.0,77.0,87,54,4.94,CO,1595570093
mildura,-34.2,142.15,66.11,66.2,34,54,3.6,AU,1595570165
georgetown,5.41,100.34,86.324,87.80000000000001,70,40,3.6,MY,1595570070
klaksvik,62.23,-6.59,50.0,50.0,100,100,4.1,FO,1595570166
santa vitoria do palmar,-33.52,-53.37,63.446,63.446,95,77,3.89,BR,1595570166
torrelavega,43.35,-4.05,67.69399999999999,68.0,97,63,0.45,ES,1595570166
dharangaon,21.02,75.27,87.69200000000001,87.69200000000001,62,63,4.29,IN,1595570166
hilo,19.73,-155.09,69.17,78.80000000000001,74,90,2.1,US,1595570005
goderich,43.75,-81.72,66.74000000000001,69.99799999999999,83,0,4.38,CA,1595569985
taltal,-25.4,-70.48,49.891999999999996,49.891999999999996,54,0,2.0,CL,1595570167
kizilskoye,52.73,58.89,66.884,66.884,79,89,6.9,RU,1595570167
carballo,43.21,-8.69,55.58,57.992000000000004,100,11,2.1,ES,1595570167
enid,36.4,-97.88,78.008,78.99799999999999,100,1,3.1,US,1595570167
nurota,40.56,65.69,91.4,91.4,26,0,4.1,UZ,1595570167
quatre cocos,-20.21,57.76,71.006,71.006,49,67,5.81,MU,1595570168
bubaque,11.28,-15.83,78.584,78.584,87,100,5.89,GW,1595570168
itoman,26.12,127.67,87.548,87.80000000000001,79,75,5.1,JP,1595570153
praya,14.92,-23.51,78.80000000000001,78.80000000000001,83,40,4.1,CV,1595569916
gamba,-2.65,10.0,71.294,71.294,82,61,0.06,GA,1595570168
deputatskiy,69.3,139.9,83.24600000000001,83.24600000000001,23,33,3.77,RU,1595570168
saskylakh,71.92,114.08,67.766,67.766,66,92,3.79,RU,1595570168
adrar,20.5,-10.07,90.13999999999999,90.13999999999999,35,0,5.02,MR,1595570169
hearst,49.68,-83.67,58.730000000000004,58.730000000000004,63,42,2.64,CA,1595570169
sailana,23.47,74.92,87.85400000000001,87.85400000000001,58,36,4.55,IN,1595570169
hobyo,5.35,48.53,80.042,80.042,62,79,11.83,SO,1595570169
pisco,-13.7,-76.22,57.542,57.992000000000004,87,0,1.5,PE,1595570169
ligayan,4.65,119.47,83.22800000000001,83.22800000000001,71,98,0.76,PH,1595570170
plouzane,48.38,-4.62,60.8,60.8,100,90,3.6,FR,1595570170
petropavlovskaya,45.08,40.45,76.424,76.424,48,62,4.27,RU,1595570170
alpena,45.06,-83.43,56.894000000000005,57.992000000000004,100,1,1.5,US,1595570170
alice springs,-23.7,133.88,73.47200000000001,75.00200000000001,19,0,3.6,AU,1595570170
torbay,47.67,-52.73,61.556000000000004,62.995999999999995,93,90,6.2,CA,1595570170
disna,55.57,28.2,55.147999999999996,55.147999999999996,82,0,3.91,BY,1595570171
baghdad,33.34,44.4,100.4,100.4,27,1,2.6,IQ,1595570129
kruisfontein,-34.0,24.73,62.33,62.33,29,0,4.6,ZA,1595570171
fortuna,40.6,-124.16,55.832,55.994,93,90,3.6,US,1595570171
svetlyy,54.67,20.13,57.2,57.2,82,18,3.0,RU,1595570171
kaliganj,23.41,89.14,82.13,82.13,88,100,4.02,BD,1595569965
kununurra,-15.77,128.73,86.0,86.0,19,0,4.6,AU,1595570172
pemangkat,1.17,108.97,83.336,83.336,70,73,1.65,ID,1595570172
iqaluit,63.75,-68.51,53.6,53.6,58,75,3.1,CA,1595570172
port macquarie,-31.43,152.92,64.004,64.004,79,43,3.58,AU,1595570172
port hardy,50.7,-127.42,55.400000000000006,55.400000000000006,93,75,1.87,CA,1595570172
the pas,53.83,-101.25,73.4,73.4,88,90,6.2,CA,1595570172
methoni,36.82,21.7,78.044,78.99799999999999,44,0,1.5,GR,1595570172
flin flon,54.77,-101.86,68.612,68.612,95,84,2.36,CA,1595569981
citluk,43.23,17.7,71.6,71.6,68,0,1.5,BA,1595570173
kalakamati,-20.59,27.31,44.6,44.6,65,0,2.1,BW,1595570173
talnakh,69.49,88.4,55.400000000000006,55.400000000000006,62,21,12.0,RU,1595570173
geraldton,-28.77,114.6,68.0,68.0,49,0,6.7,AU,1595570173
ust-maya,60.42,134.53,81.824,81.824,33,0,2.12,RU,1595570173
west bay,19.37,-81.42,80.006,80.006,89,100,1.79,KY,1595570174
nagato,34.38,131.2,77.55799999999999,78.80000000000001,94,75,5.7,JP,1595570174
bandarbeyla,9.49,50.81,82.994,82.994,51,59,13.37,SO,1595570174
ostrovnoy,68.05,39.51,65.22800000000001,65.22800000000001,70,98,7.95,RU,1595570174
sandnessjoen,66.02,12.63,51.512,51.8,93,75,3.1,NO,1595570174
damara,4.96,18.7,69.80000000000001,69.80000000000001,94,75,1.0,CF,1595570175
zheleznodorozhnyy,55.75,38.0,62.726,62.995999999999995,63,56,3.0,RU,1595570175
tasiilaq,65.61,-37.64,37.4,37.4,93,98,3.1,GL,1595570175
vardo,70.37,31.11,64.4,64.4,68,48,2.1,NO,1595570175
salamanca,40.83,-6.0,62.024,69.99799999999999,93,3,2.34,ES,1595570175
puerto ayora,-0.74,-90.35,66.992,66.992,96,88,4.02,EC,1595570175
tiksi,71.69,128.87,68.36,68.36,49,38,5.11,RU,1595570175
benguela,-12.58,13.41,67.69399999999999,67.69399999999999,79,0,1.56,AO,1595570176
tazovskiy,67.47,78.7,55.544,55.544,56,68,7.59,RU,1595569896
vao,-22.67,167.48,69.94399999999999,69.94399999999999,80,27,8.76,NC,1595570176
garoua,9.3,13.4,75.28999999999999,75.28999999999999,89,96,2.67,CM,1595570176
sinnamary,5.38,-52.95,75.70400000000001,75.70400000000001,88,88,2.48,GF,1595570176
provideniya,64.38,-173.3,51.8,51.8,66,91,3.29,RU,1595570176
americus,32.07,-84.23,73.4,73.4,94,5,2.13,US,1595570176
kingori,-3.28,36.98,61.790000000000006,64.4,88,75,2.1,TZ,1595570177
paamiut,61.99,-49.67,45.392,45.392,92,100,2.78,GL,1595570177
urengoy,65.97,78.37,61.088,61.088,51,12,7.09,RU,1595570177
san patricio,19.22,-104.7,77.63,77.63,80,100,0.22,MX,1595570177
dingle,11.0,122.67,86.882,86.882,70,100,1.54,PH,1595570177
omsukchan,62.53,155.8,78.386,78.386,27,1,1.12,RU,1595570177
villarrica,-25.75,-56.43,62.132,62.132,82,22,1.75,PY,1595570177
kamaishi,39.27,141.88,82.4,82.4,61,75,5.1,JP,1595570178
lebu,-37.62,-73.65,43.304,43.304,76,3,1.86,CL,1595570178
araouane,18.9,-3.53,94.946,94.946,24,60,1.88,ML,1595570178
guarda,40.54,-7.27,60.008,60.008,95,0,0.45,PT,1595570178
victoria,22.29,114.16,93.2,93.2,52,20,5.7,HK,1595570158
zemio,5.03,25.14,71.006,71.006,91,29,0.52,CF,1595570178
vanimo,-2.67,141.3,86.45,86.45,64,26,3.94,PG,1595570179
bethel,41.37,-73.41,68.648,69.99799999999999,94,1,1.48,US,1595570179
ust-kut,56.79,105.77,81.59,81.59,32,8,3.03,RU,1595570179
gizo,-8.1,156.84,83.53399999999999,83.53399999999999,79,80,7.12,SB,1595570179
vestmannaeyjar,63.44,-20.27,50.126000000000005,50.126000000000005,83,86,3.77,IS,1595570179
saint george,37.1,-113.58,80.096,80.99600000000001,39,1,4.1,US,1595570179
kirkland lake,48.14,-80.04,60.8,60.8,82,1,1.5,CA,1595569915
toronto,43.7,-79.42,67.406,69.80000000000001,77,1,4.1,CA,1595569896
bamnet narong,15.5,101.69,90.644,90.644,54,88,2.51,TH,1595570180
huarmey,-10.07,-78.15,60.367999999999995,60.367999999999995,88,67,2.14,PE,1595570180
gazojak,41.19,61.4,91.904,91.904,20,0,2.68,TM,1595570180
portree,57.41,-6.19,51.998000000000005,51.998000000000005,92,73,0.89,GB,1595570180
mitchell,43.71,-98.03,80.6,80.6,74,1,6.7,US,1595570181
yellowknife,62.46,-114.35,54.878,55.400000000000006,100,75,4.1,CA,1595570181
buala,-8.14,159.59,83.642,83.642,77,32,4.43,SB,1595570181
lata,40.16,-8.33,60.998000000000005,62.006,95,2,0.45,PT,1595570181
cap malheureux,-19.98,57.61,69.99799999999999,69.99799999999999,52,52,4.02,MU,1595569914
tura,25.52,90.22,81.68,81.68,82,99,2.76,IN,1595570181
norman wells,65.28,-126.83,57.2,57.2,71,20,4.6,CA,1595570181
camacha,33.08,-16.33,68.0,68.0,82,40,5.7,PT,1595570182
ujszasz,47.3,20.08,68.27,71.99600000000001,88,29,2.1,HU,1595570182
svetlogorsk,52.63,29.73,58.388000000000005,58.388000000000005,77,0,2.53,BY,1595570182
ishigaki,24.34,124.16,91.4,91.4,75,75,5.7,JP,1595570155
empangeni,-28.76,31.89,58.478,58.478,66,0,1.76,ZA,1595570182
alyangula,-13.85,136.42,80.6,80.6,54,90,3.6,AU,1595570183
bar harbor,44.39,-68.2,64.292,64.994,100,40,1.07,US,1595570126
kovylkino,54.04,43.91,61.142,61.142,69,81,2.57,RU,1595570183
wakkanai,45.41,141.67,59.0,59.0,93,75,6.2,JP,1595570183
cabedelo,-6.98,-34.83,74.21000000000001,74.21000000000001,83,15,6.65,BR,1595570183
yining,29.04,114.56,90.32,90.32,67,100,1.38,CN,1595570183
ahuimanu,21.44,-157.84,79.952,82.4,65,75,4.1,US,1595570183
mehamn,71.04,27.85,48.632000000000005,50.0,100,90,1.5,NO,1595570184
yerkoy,39.64,34.47,68.936,68.936,50,0,2.84,TR,1595570184
khatanga,71.97,102.5,44.294,44.294,89,100,7.01,RU,1595570184
torit,4.41,32.57,74.084,74.084,82,16,0.47,SS,1595570184
kulykiv,50.31,24.82,60.998000000000005,60.998000000000005,82,11,1.49,UA,1595570184
lompoc,34.64,-120.46,57.848,59.0,82,41,3.1,US,1595570184
smidovich,48.6,133.82,75.03800000000001,75.03800000000001,68,68,1.88,RU,1595570185
juegang,32.32,121.19,76.838,76.838,75,77,7.7,CN,1595570185
alofi,-19.06,-169.92,73.4,73.4,100,64,7.2,NU,1595570185
mozarlandia,-14.74,-50.57,67.532,67.532,42,2,2.33,BR,1595570185
brae,60.4,-1.35,53.6,53.6,87,43,1.0,GB,1595570185
kenai,60.55,-151.26,57.686,60.8,71,1,7.7,US,1595570186
oum hadjer,13.3,19.7,81.428,81.428,54,99,2.16,TD,1595570186
ilulissat,69.22,-51.1,53.6,53.6,58,100,2.1,GL,1595570186
gurupa,-1.41,-51.64,73.184,73.184,94,100,1.44,BR,1595570186
vryheid,-27.77,30.79,44.942,44.942,67,0,0.88,ZA,1595570186
laela,-8.57,32.05,55.454,55.454,69,17,3.74,TZ,1595570187
jumla,29.27,82.18,73.994,73.994,94,30,3.02,NP,1595570187
berlevag,70.86,29.09,54.194,64.4,100,90,1.5,NO,1595570187
katsuura,35.13,140.3,79.718,80.006,80,100,1.34,JP,1595570187
hofn,64.25,-15.21,47.066,47.066,62,39,6.55,IS,1595570187
honiara,-9.43,159.95,89.6,89.6,62,20,6.2,SB,1595569963
saint-leu,-21.15,55.28,64.166,69.80000000000001,52,20,14.4,RE,1595570187
viedma,-40.81,-63.0,41.0,41.0,94,100,4.47,AR,1595570188
saint anthony,45.02,-93.22,71.168,71.99600000000001,73,1,3.1,US,1595570188
dubai,25.26,55.3,92.822,93.2,52,0,5.7,AE,1595570188
severo-kurilsk,50.68,156.12,51.044,51.044,85,99,1.58,RU,1595570188
riyadh,24.69,46.72,95.0,95.0,30,32,4.6,SA,1595570058
douentza,15.0,-2.95,83.31800000000001,83.31800000000001,63,65,10.53,ML,1595570188
kilindoni,-7.91,39.67,75.09200000000001,75.09200000000001,76,23,9.7,TZ,1595570189
rodeo,38.03,-122.27,57.794,62.006,86,2,1.79,US,1595570189
ulaanbaatar,47.91,106.88,80.6,80.6,34,20,2.0,MN,1595570168
grand-santi,4.25,-54.38,71.22200000000001,71.22200000000001,96,100,0.98,GF,1595570189
tigil,57.8,158.67,63.518,63.518,66,57,4.64,RU,1595570189
liku,-0.73,119.89,84.848,84.848,65,64,1.92,ID,1595570189
necochea,-38.55,-58.74,46.004000000000005,46.004000000000005,28,96,6.26,AR,1595570190
pierre,44.37,-100.35,83.426,84.2,62,1,6.2,US,1595570190
cochrane,51.18,-114.47,53.150000000000006,55.004,93,75,1.0,CA,1595570190
nizhniy kuranakh,58.84,125.49,68.468,68.468,81,100,0.45,RU,1595570190
egvekinot,66.32,-179.17,62.312,62.312,55,69,2.32,RU,1595569917
kargasok,59.06,80.86,69.89,69.89,46,0,3.29,RU,1595570191
moose factory,51.26,-80.61,66.2,66.2,77,1,4.1,CA,1595570191
nanakuli,21.39,-158.15,80.492,82.4,54,1,2.6,US,1595570191
bambous virieux,-20.34,57.76,71.006,71.006,49,70,5.81,MU,1595570191
axim,4.87,-2.24,73.202,73.202,92,96,2.42,GH,1595570191
ancud,-41.87,-73.82,39.578,42.007999999999996,93,90,0.5,CL,1595570192
si satchanalai,17.52,99.76,93.2,93.2,59,40,1.0,TH,1595570192
kailua,21.4,-157.74,78.602,82.4,65,75,4.1,US,1595570192
lavrentiya,65.58,-171.0,55.742000000000004,55.742000000000004,64,98,3.05,RU,1595570192
dubbo,-32.25,148.62,66.2,66.2,42,0,2.1,AU,1595569911
arlit,18.74,7.39,90.014,90.014,37,27,5.01,NE,1595570192
pontianak,-0.03,109.33,91.79599999999999,91.79599999999999,52,78,0.55,ID,1595570192
wahiawa,21.5,-158.02,79.934,82.4,73,75,5.7,US,1595570193
cockburn town,21.46,-71.14,83.048,83.048,78,7,9.35,TC,1595570193
sungaipenuh,-2.08,101.38,77.072,77.072,74,90,0.49,ID,1595570193
pangnirtung,66.15,-65.71,48.218,48.218,80,75,1.28,CA,1595570193
nome,64.5,-165.41,49.712,50.0,81,90,4.6,US,1595570193
banda aceh,5.56,95.32,85.622,85.622,66,100,3.69,ID,1595570193
sisimiut,66.94,-53.67,47.786,47.786,85,99,4.68,GL,1595570194
tadine,-21.55,167.88,71.348,71.348,80,39,6.95,NC,1595570194
pauini,-7.71,-66.98,73.22,73.22,72,27,0.71,BR,1595570194
waddan,29.16,16.14,73.616,73.616,54,0,1.19,LY,1595570194
dosso,13.05,3.19,79.7,79.7,72,97,2.09,NE,1595570194
namatanai,-3.67,152.43,84.506,84.506,72,87,4.89,PG,1595570194
iquique,-20.22,-70.14,60.8,60.8,63,90,5.1,CL,1595570194
forio,40.73,13.86,77.612,80.006,82,0,0.45,IT,1595570088
husavik,66.04,-17.34,42.8,42.8,87,90,4.1,IS,1595570195
lorengau,-2.02,147.27,84.812,84.812,74,79,3.95,PG,1595570195
saint-augustin,51.23,-58.65,59.252,59.252,72,96,1.85,CA,1595570195
nishihara,26.18,127.76,87.602,87.80000000000001,74,75,5.7,JP,1595570195
kavaratti,10.57,72.64,84.2,84.2,79,90,3.1,IN,1595570195
raudeberg,61.99,5.14,53.798,57.002,66,11,2.1,NO,1595570196
krasnoselkup,65.7,82.47,61.61,61.61,54,42,6.55,RU,1595570196
jining,35.41,116.58,87.25999999999999,87.25999999999999,45,2,2.84,CN,1595570196
madimba,-10.4,40.33,71.6,71.6,78,75,7.7,TZ,1595570196
mendoza,-32.89,-68.83,33.8,33.8,80,0,1.0,AR,1595570196
codrington,-38.27,141.97,53.888000000000005,53.888000000000005,74,100,3.82,AU,1595570197
mangrol,21.12,70.12,87.404,87.404,67,66,5.2,IN,1595570197
mount gambier,-37.83,140.77,57.2,57.2,58,100,5.1,AU,1595570197
krasnorechenskiy,44.63,135.35,67.74799999999999,67.74799999999999,83,97,2.14,RU,1595570197
najran,17.49,44.13,89.6,89.6,29,40,2.1,SA,1595570197
harper,4.38,-7.72,74.408,74.408,88,97,3.36,LR,1595570197
constantine,36.37,6.61,66.2,66.2,77,0,1.0,DZ,1595570197
nabire,-3.37,135.48,85.406,85.406,68,32,2.32,ID,1595570198
ezhou,30.4,114.83,85.91,85.91,77,92,1.42,CN,1595570198
richards bay,-28.78,32.04,60.566,60.566,68,8,2.48,ZA,1595569919
labuhan,-6.88,112.21,85.00999999999999,85.00999999999999,59,77,2.49,ID,1595570198
cidreira,-30.18,-50.21,64.976,64.976,80,90,3.16,BR,1595570198
north bend,43.41,-124.22,55.184,55.400000000000006,93,1,4.1,US,1595570199
kaeo,-35.1,173.78,53.996,53.996,3,24,3.13,NZ,1595570199
rocha,-34.48,-54.33,56.444,56.444,90,97,4.14,UY,1595570199
sioux lookout,50.1,-91.92,66.2,66.2,68,40,3.1,CA,1595570199
petawawa,45.9,-77.33,58.496,59.0,82,1,1.17,CA,1595570199
derzhavinsk,51.1,66.32,75.18199999999999,75.18199999999999,50,99,7.09,KZ,1595570199
pitsunda,43.16,40.34,77.0,77.0,73,75,4.0,GE,1595570199
sao goncalo do sapucai,-21.89,-45.6,55.004,55.004,85,0,1.76,BR,1595570200
vikulovo,56.82,70.61,69.674,69.674,42,0,4.8,RU,1595570200
rio gallegos,-51.62,-69.22,37.4,37.4,69,40,7.2,AR,1595570200
gawler,-34.6,138.73,64.634,66.00200000000001,41,1,4.02,AU,1595570200
petrovsk-zabaykalskiy,51.27,108.84,83.336,83.336,37,40,0.68,RU,1595570200
ormara,25.21,64.64,85.766,85.766,77,59,6.89,PK,1595570200
armizonskoye,55.95,67.67,68.828,68.828,58,62,7.19,RU,1595570201
arak,34.09,49.69,85.406,85.406,14,5,1.65,IR,1595570201
fairbanks,64.84,-147.72,58.676,64.4,59,1,1.5,US,1595570023
marsa matruh,31.35,27.25,71.6,71.6,88,0,1.0,EG,1595570201
